year,month,decimal_year,body,longitude_deg
1425,3,1425.2083333333333,Jupiter,226.73882587402187
1425,3,1425.2083333333333,Saturn,226.67854816553572
1425,4,1425.2916666666667,Mercury,22.588267589608222
1425,4,1425.2916666666667,Venus,69.66517633360561
1425,4,1425.2916666666667,Mars,114.50003295442771
1425,4,1425.2916666666667,Jupiter,223.68507480967585
1425,4,1425.2916666666667,Saturn,224.80009195158289
1425,5,1425.375,Mercury,39.88083078052888
1425,5,1425.375,Venus,104.2805660630114
1425,5,1425.375,Mars,129.9873497251541
1425,5,1425.375,Jupiter,220.00028515030138
1425,5,1425.375,Saturn,222.6137938568538
1425,6,1425.4583333333333,Mercury,100.3795152453556
1425,6,1425.4583333333333,Venus,137.5211539745123
1425,6,1425.4583333333333,Mars,147.56030118764087
1425,6,1425.4583333333333,Jupiter,217.70743893021802
1425,6,1425.4583333333333,Saturn,221.00271916791453
1425,7,1425.5416666666667,Mercury,148.0609343262163
1425,7,1425.5416666666667,Venus,164.07675752894244
1425,7,1425.5416666666667,Mars,165.67708282101975
1425,7,1425.5416666666667,Jupiter,218.096018834317
1425,7,1425.5416666666667,Saturn,220.72874678191616
1425,8,1425.625,Mercury,148.7391436512853
1425,8,1425.625,Venus,174.68444343293538
1425,8,1425.625,Mars,185.3939522028412
1425,8,1425.625,Jupiter,221.11046355532747
1425,8,1425.625,Saturn,221.93244042899533
1425,9,1425.7083333333333,Mercury,172.2012551717874
1425,9,1425.7083333333333,Venus,160.04566227012452
1425,9,1425.7083333333333,Mars,206.08899845908613
1425,9,1425.7083333333333,Jupiter,226.130585326174
1425,9,1425.7083333333333,Saturn,224.41302486290698
1425,10,1425.7916666666667,Mercury,222.2763506492625
1425,10,1425.7916666666667,Venus,167.69722947081718
1425,10,1425.7916666666667,Mars,227.04364955683613
1425,10,1425.7916666666667,Jupiter,232.20863754214284
1425,10,1425.7916666666667,Saturn,227.62044066617466
1425,11,1425.875,Mercury,262.9915546703443
1425,11,1425.875,Venus,195.33290178200403
1425,11,1425.875,Mars,249.62105230819105
1425,11,1425.875,Jupiter,239.08434451761352
1425,11,1425.875,Saturn,231.2629174001166
1425,12,1425.9583333333333,Mercury,250.42756127221548
1425,12,1425.9583333333333,Venus,228.58951920684203
1425,12,1425.9583333333333,Mars,272.26308567124426
1425,12,1425.9583333333333,Jupiter,245.69584413603883
1425,12,1425.9583333333333,Saturn,234.58355372635125
1426,1,1426.0416666666667,Mercury,289.9521232632482
